代码	名称	涨幅%	涨速%	市盈(TTM)	AB股总市值	现价	市盈(动)	涨跌	买价	卖价	总量	现量	换手%	今开	最高	最低	昨收	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
600157	永泰能源	10.07	0.00	7.81	        364.37亿	1.64	    43.75	0.15	1.64	--  	6251600	5257	          2.81	1.51	1.64	1.50	1.49	100020.38	  2.37	火力发电	山西	9.40	1.60	2869240	3382360	  0.85	384398	0	--  	545.94	          0.02	0.06	6304.13	        222.18	        364.37亿	 10.49	   3872	   1615	        0.0007	2	0.68	7.19	15.49	-3.53	22.39	9	          4.16	        246.18亿	         67.56	8.12	0.32	KDJ金叉	5	1	10	1.34	10.07	0.67	7.38	8.61	0.00	9.33	20210716	19980513	        222.18	--  	--  	1046.57	419.78	         38.91	56.17	93.92	173.73	500.33	228.31	15.66	5.53	31.76	0.01	132.83	54.21	42.86	3.59	1.00	2.94	2.08	1.01	67.48	10.13	0.97	270272.00	         55541	9.11万	642.16	17.33	          0.87	35.97	6.72	0.00	0.009㈠	          1.89	0.00	          0.60	          0.30	          0.05	         40.11	   0.50㈠	         20.94	          6.63	          3.84	0.21	8745	600157	20210730	1.64	0.00	
600769	祥龙电业	10.05	0.00	319.17	         22.57亿	6.02	   233.73	0.55	6.02	--  	213248	130	          5.69	5.47	6.02	5.41	5.47	12366.92	  2.80	建筑工程	湖北	11.15	5.80	93628	119620	  0.78	27019	0	--  	21.44	          0.01	0.13	1626.54	          3.75	         22.57亿	 10.48	   2565	     83	        0.0022	3	3.80	14.67	-3.68	17.58	14.89	8	          7.73	         16.60亿	         73.54	426.87	0.24	EXPMA金叉	12	1	14	0.00	10.05	-1.10	6.02	10.05	0.00	11.28	20210728	19961101	          3.75	--  	--  	1.56	0.63	--  	59.70	0.64	0.71	0.05	0.90	0.23	0.00	0.10	--  	3.67	0.11	0.08	0.02	0.00	0.02	0.02	0.03	-7.21	0.03	0.04	16888.00	         16330	9.83万	283.19	77.44	         35.93	779.21	203.68	0.00	0.006㈠	          0.17	0.00	          0.98	         -1.92	          0.01	         40.30	   3.84㈠	         28.06	         21.79	         21.79	--  	68	600769	--  	--  	--  	
603683	晶华新材	10.05	0.00	11.07	         19.00亿	10.40	    32.19	0.95	10.40	--  	87142	181	          4.91	9.88	10.40	9.77	9.45	8918.79	  3.13	化工原料	上海	6.67	10.23	45198	41944	  1.08	13576	0	--  	490.54	          0.70	0.16	1411.90	          1.77	         18.44亿	 10.47	    891	     98	        0.0055	2	10.01	16.99	13.41	2.97	14.47	4	         12.31	          7.36亿	         38.73	12.22	0.99	MACD金叉	6	14	8	4.55	10.05	3.39	8.30	5.26	0.00	6.45	20210716	20171020	          1.83	--  	--  	17.02	9.46	          0.36	42.30	7.95	6.27	1.01	5.35	1.58	2.46	1.96	--  	3.99	3.02	2.46	0.17	0.00	0.17	0.15	0.13	4.15	-0.04	-0.95	8229.00	          8600	8.94万	1127.38	94.18	          2.01	-459.00	6.30	0.34	0.081㈠	          5.18	0.00	          2.18	          2.27	         -0.02	         55.57	   1.56㈠	         18.43	          5.59	          4.89	0.13	1430	603683	--  	--  	--  	
600421	华嵘控股	10.05	0.00	242.24	         23.14亿	11.83	--  	1.08	11.83	--  	15460	1	          0.79	10.65	11.83	10.64	10.75	1781.84	  0.98	综合类	湖北	11.07	11.53	6465	8995	  0.72	19539	0	--  	12.99	          0.01	1.26	2311.46	          1.96	         23.14亿	 10.47	    479	     32	        0.0017	3	0.56	12.99	-12.37	20.84	22.59	20	          1.70	         10.75亿	         46.45	232.67	0.22	KDJ金叉	10	8	11	-0.93	10.05	-1.02	7.21	11.08	0.00	11.18	20210719	20040607	          1.96	--  	--  	1.17	0.35	          0.26	47.69	1.07	0.07	0.02	0.55	0.22	0.24	0.44	--  	2.29	0.20	0.18	-0.01	0.00	-0.01	-0.01	-0.01	-4.18	-0.10	-0.10	5905.00	         15386	18.20万	-41.20	32.49	         66.53	-236.07	114.71	0.00	-0.010㈠	          0.18	0.00	          1.17	         -2.13	         -0.05	         29.81	  -3.87㈠	         11.09	         -7.34	         -6.68	--  	281	600421	20210730	11.83	0.00	
603693	江苏新能	10.04	0.00	55.25	         91.46亿	14.80	    11.48	1.35	14.80	--  	223038	265	          3.61	13.55	14.80	13.55	13.45	32470.34	  2.35	新型电力	江苏	9.29	14.56	110518	112520	  0.98	10405	0	--  	56.77	          0.04	0.05	1539.94	          6.18	         91.46亿	 10.46	   3265	     68	        0.0011	2	4.26	7.33	13.85	23.23	16.26	6	         18.90	         17.46亿	         19.09	59.50	0.67	KDJ金叉	8	12	8	0.74	10.04	0.74	8.24	9.23	0.00	9.23	20210716	20180703	          6.18	--  	--  	122.24	48.51	          5.40	55.89	31.89	56.84	0.60	14.45	10.76	0.24	15.76	0.00	31.50	5.39	2.20	2.69	0.00	2.69	1.99	1.94	9.87	1.91	0.49	31577.00	          3737	5.53万	6.31	22.78	          1.89	47.98	16.97	1.01	0.320㈠	          7.85	0.00	          5.10	          1.60	          0.31	         39.69	   4.10㈠	         59.10	         49.84	         36.95	0.01	654	603693	--  	--  	--  	
600483	福能股份	10.03	0.00	11.02	        213.24亿	11.41	     9.69	1.04	11.41	--  	267759	496	          1.61	10.39	11.41	10.29	10.37	29302.41	  1.15	火力发电	福建	10.80	10.94	118961	148798	  0.80	20467	0	--  	97.35	          0.02	0.08	2335.28	         16.60	        189.45亿	 10.45	   4070	     66	        0.0004	1	-0.67	2.70	11.86	8.25	48.96	4	          5.10	         59.90亿	         28.09	14.26	0.57	-- -- 	8	8	8	0.19	10.03	-0.77	5.53	9.82	0.00	10.88	20210721	20040531	         18.69	--  	--  	371.93	162.47	         34.02	47.17	66.53	165.25	4.73	57.77	31.32	3.03	27.17	--  	49.38	28.38	20.39	7.68	1.60	7.68	5.50	5.49	60.93	9.15	10.31	23268.00	         22561	25.74万	397.14	74.16	          1.29	23.30	7.51	2.37	0.310㈠	          8.84	8.84	          2.64	          3.26	          0.49	         43.68	   3.39㈠	         28.16	         27.05	         19.39	0.05	2963	600483	--  	--  	--  	
601727	上海电气	10.03	0.00	14.81	        518.93亿	4.06	    24.10	0.37	4.06	--  	1742656	2319	          1.38	3.68	4.06	3.65	3.69	69075.48	  3.50	电气设备	上海	11.11	3.96	651023	1091633	  0.60	108478	0	--  	220.03	          0.01	0.06	4404.21	        126.55	        513.81亿	 10.45	   4103	    425	        0.0003	1	-2.38	3.85	-2.40	-20.70	-24.81	2	          3.96	        178.72亿	         34.44	16.97	0.17	MACD金叉	9	9	4	-0.27	10.03	-1.08	7.42	10.33	0.00	11.23	20210716	20081205	        157.06	--  	         29.24	3129.10	699.47	        396.26	64.98	2247.16	173.82	89.65	1732.79	306.23	349.67	326.71	6.31	216.66	254.15	208.86	10.50	4.78	10.69	6.61	5.09	270.10	-134.36	-112.76	298185.00	         14762	5.99万	482.68	75.09	          0.91	-4.75	2.51	1.77	0.040㈠	          4.45	0.00	          1.38	          1.72	         -0.86	         22.35	   0.95㈠	         17.82	          4.13	          2.60	8.89	39312	601727	--  	--  	--  	
603985	恒润股份	10.03	0.00	8.22	         45.37亿	17.12	     8.16	1.56	17.12	--  	125192	24	          4.72	15.70	17.12	15.57	15.56	21170.82	  2.36	机械基件	江苏	9.96	16.91	71957	53235	  1.35	6339	0	--  	45.06	          0.02	0.05	1085.24	          2.65	         45.37亿	 10.45	   2721	     46	        0.0017	2	2.77	6.07	4.52	-9.45	-31.75	2	          8.58	         24.97亿	         55.05	9.80	0.47	KDJ金叉	9	9	10	0.90	10.03	0.06	8.68	9.04	0.00	9.96	20210716	20170505	          2.65	--  	--  	27.05	16.62	          0.25	37.64	15.23	5.75	0.84	9.04	2.22	4.59	3.50	0.00	4.80	6.24	4.10	1.63	0.00	1.65	1.39	1.37	9.35	-0.05	-0.19	13067.00	         11164	19.11万	177.67	61.31	          2.73	-996.61	7.27	2.70	0.524㈠	          6.27	0.00	          1.81	          3.53	         -0.02	         61.44	   8.36㈠	         34.29	         26.15	         22.28	0.22	1146	603985	--  	--  	--  	
603559	中通国脉	10.02	0.00	--  	         25.48亿	17.78	--  	1.62	17.78	--  	33084	163	          2.31	17.78	17.78	17.78	16.16	5882.37	  0.63	通信设备	吉林	0.00	17.78	26554	6530	  4.07	120664	0	--  	2293.47	          1.00	3.65	21454.06	          1.43	         25.48亿	 10.45	    633	     52	        0.0036	4	10.01	33.18	45.50	54.34	14.27	6	          2.55	         23.02亿	         90.36	--  	0.20	-- -- 	6	6	11	10.02	10.02	10.02	10.02	0.00	0.00	0.00	20210716	20161202	          1.43	--  	--  	18.45	8.59	         -0.05	53.76	13.79	0.60	0.28	8.81	1.74	4.08	5.73	0.01	4.53	0.59	0.52	-0.20	0.00	-0.20	-0.18	-0.18	2.05	-0.47	-0.48	31146.00	          4158	7.39万	-31.95	-4.89	          2.97	-54.64	42.90	0.00	-0.130㈠	          5.99	0.00	          3.16	          1.43	         -0.33	         46.53	  -2.12㈠	         12.13	        -33.14	        -30.70	0.02	1153	603559	--  	--  	--  	
605167	利柏特	10.02	0.00	42.88	         45.85亿	10.21	    68.92	0.93	10.21	--  	28605	207	          2.55	10.21	10.21	10.21	9.28	2920.56	  5.68	专用机械	江苏	0.00	10.21	27696	909	 30.47	180457	0	--  	164.55	          0.14	6.31	18424.66	          1.12	         11.46亿	 10.44	   1369	     21	        0.0019	5	9.95	33.11	110.95	110.95	110.95	0	          2.55	         11.46亿	         25.00	44.00	0.00	-- -- 				10.02	10.02	10.02	10.02	0.00	0.00	0.00	20210725	20210726	          4.49	--  	--  	16.73	8.35	--  	50.09	9.32	3.22	1.93	6.86	2.09	1.43	2.13	--  	0.51	8.33	7.21	0.42	-0.01	0.42	0.33	0.30	4.13	0.42	-0.25	112914.00	           994	1.02万	0.00	0.00	          3.47	108.77	5.50	0.00	0.074㈡	          2.94	2.94	          0.11	          0.92	          0.09	         49.91	   3.98㈡	         13.47	          5.05	          3.99	0.08	3239	605167	--  	--  	--  	
603214	爱婴室	10.02	0.00	33.09	         39.33亿	27.57	    88.45	2.51	27.57	--  	215683	185	         15.35	26.63	27.57	25.80	25.06	57829.34	  8.99	百货	上海	7.06	26.81	101049	114634	  0.88	1514	0	--  	2158.10	          1.30	0.01	417.41	          1.41	         38.74亿	 10.44	   3741	     58	        0.0041	3	10.01	33.14	25.78	4.55	21.78	7	         34.69	         17.14亿	         43.59	33.73	0.79	-- -- 	11	1	13	6.26	10.02	2.95	6.99	3.53	0.00	6.86	20210721	20180330	          1.43	--  	--  	22.39	10.05	          0.31	53.75	14.02	0.72	0.74	6.89	1.28	5.37	0.16	--  	3.53	5.43	3.86	0.12	0.06	0.15	0.11	0.02	5.05	0.20	-5.11	22159.00	          2806	7.74万	25.89	4.64	          3.91	199.66	7.24	1.09	0.080㈠	          7.04	0.00	          2.47	          3.54	          0.14	         44.88	   1.11㈠	         28.94	          2.27	          2.05	--  	3028	603214	--  	--  	--  	
601137	博威合金	10.02	0.22	25.20	        108.47亿	13.73	    23.06	1.25	13.72	13.73	528915	4585	          7.35	12.59	13.73	12.41	12.48	71312.22	  3.55	铜	浙江	10.58	13.48	257736	271179	  0.95	10	1779	--  	44.19	          0.01	--  	--  	          7.20	         98.86亿	 10.44	   3968	    133	        0.0019	2	4.00	11.18	20.97	25.16	21.40	1	         15.89	         45.70亿	         42.13	25.29	0.74	MACD金叉	8	8	1	0.88	10.02	-0.56	8.03	9.05	0.00	10.64	20210721	20110127	          7.90	--  	--  	103.05	52.77	--  	48.80	51.54	26.19	2.84	44.24	7.81	25.75	11.13	--  	26.19	21.00	17.48	1.36	-0.00	1.35	1.18	1.12	19.35	-1.58	0.35	27379.00	         12157	16.69万	1.29	8.68	          2.06	-68.59	5.17	1.24	0.150㈠	          6.68	0.00	          3.32	          2.45	         -0.20	         51.20	   2.23㈠	         16.75	          6.49	          5.60	0.60	5034	601137	--  	--  	--  	
605286	同力日升	10.01	0.00	20.16	         31.20亿	18.57	    40.34	1.69	18.57	--  	31880	18	          7.59	16.88	18.57	16.80	16.88	5747.74	  1.68	运输设备	江苏	10.49	18.03	16215	15665	  1.04	12432	0	--  	5.40	          0.01	0.39	2308.62	          0.42	          7.80亿	 10.43	    924	     35	        0.0082	2	0.78	6.11	-4.72	-21.11	24.21	6	          7.59	          7.80亿	         25.00	21.23	0.62	MACD金叉	7			0.00	10.01	-0.47	6.81	10.01	0.00	10.54	20210716	20210322	          1.68	--  	--  	17.11	13.65	--  	20.25	13.40	2.24	0.88	3.41	6.21	2.57	3.38	--  	7.52	3.70	3.14	0.25	0.00	0.23	0.19	0.18	4.34	-0.89	4.94	44507.00	           944	1.75万	0.00	0.00	          2.29	-35.08	8.43	0.70	0.140㈠	          8.12	0.00	          4.47	          2.58	         -0.53	         79.75	   1.42㈠	         15.11	          6.67	          5.22	0.13	1615	605286	--  	--  	--  	
603115	海星股份	10.01	0.00	31.05	         40.68亿	19.56	    33.61	1.78	19.56	--  	279938	321	         53.83	19.50	19.56	18.80	17.78	54420.77	  7.53	元器件	江苏	4.27	19.44	150372	129566	  1.16	1828	0	--  	4765.22	          4.70	0.01	357.56	          0.52	         10.17亿	 10.43	   2632	    106	        0.0205	3	10.02	33.15	42.88	33.61	35.46	6	         53.83	         10.17亿	         25.00	32.35	0.38	多头排列	6	6	11	9.67	10.01	5.74	9.34	0.31	0.00	4.04	20210716	20190809	          2.08	--  	--  	16.30	12.65	          0.12	21.61	11.24	3.99	0.37	3.24	3.02	1.19	2.84	--  	4.56	3.47	2.66	0.34	0.00	0.34	0.30	0.28	5.40	0.27	-0.41	14892.00	          3492	6.83万	21.03	49.98	          3.21	151.01	11.73	3.83	0.150㈠	          6.08	0.00	          2.19	          2.60	          0.13	         77.65	   2.39㈠	         23.24	          9.92	          8.72	0.21	736	603115	--  	--  	--  	
601636	旗滨集团	10.01	0.00	21.92	        557.93亿	20.77	    15.85	1.89	20.77	--  	942789	170	          3.51	19.62	20.77	19.60	18.88	194099.11	  1.29	玻璃	湖南	6.20	20.59	536959	405830	  1.32	43351	0	--  	2504.49	          0.08	0.05	9004.00	         26.86	        557.93亿	 10.43	   4197	    225	        0.0008	2	10.02	10.77	14.44	28.77	66.83	6	          5.88	        332.85亿	         59.66	30.57	2.03	KDJ金叉	8	8	12	3.92	10.01	3.81	9.05	5.86	0.00	5.97	20210716	20110812	         26.86	--  	--  	154.78	103.91	          0.64	32.45	42.56	84.78	11.45	39.31	14.51	12.97	1.71	--  	21.61	29.22	14.11	10.13	-0.01	10.13	8.80	8.54	50.68	8.72	5.24	69321.00	         23118	48.02万	448.14	124.96	          5.37	64.00	19.09	1.67	0.328㈠	          3.87	0.00	          0.80	          1.89	          0.32	         67.13	   8.47㈠	         51.70	         34.66	         30.12	1.42	8392	601636	--  	--  	--  	
601222	林洋能源	10.01	0.00	18.52	        192.20亿	10.99	    27.87	1.00	10.99	--  	1690870	2711	          9.67	10.23	10.99	10.00	9.99	181916.66	  1.94	电器仪表	江苏	9.91	10.76	849570	841300	  1.01	7894	0	--  	1174.71	          0.12	0.00	867.55	         17.49	        192.20亿	 10.43	   4492	    376	        0.0022	2	7.88	16.79	40.66	62.26	40.66	7	         17.73	        104.82亿	         54.54	19.27	1.37	KDJ金叉	8	6	8	2.40	10.01	0.10	7.70	7.43	0.00	9.90	20210728	20110808	         17.49	--  	--  	200.58	110.72	          0.24	44.68	93.25	86.43	1.17	30.99	25.21	7.39	40.75	--  	46.85	9.56	5.67	2.04	0.15	2.05	1.72	1.59	41.21	-1.99	-1.76	63269.00	         15075	16.57万	30.93	38.96	          1.84	-96.74	20.11	0.94	0.100㈠	          5.96	5.96	          2.68	          2.36	         -0.11	         55.20	   1.56㈠	         40.74	         21.39	         18.03	0.38	3303	601222	--  	--  	--  	
600111	北方稀土	10.01	0.00	118.47	       1732.97亿	47.70	    55.91	4.34	47.70	--  	2261767	3475	          6.23	44.36	47.70	43.66	43.36	1023928.93	  1.04	小金属	内蒙	9.32	45.27	1083216	1178551	  0.92	100669	0	--  	13168.03	          0.15	0.04	48019.11	         36.33	       1732.97亿	 10.43	   4745	    477	        0.0013	2	9.99	18.18	131.33	133.48	266.36	13	         11.40	        946.45亿	         54.61	208.13	1.44	KDJ金叉	8	6	8	2.31	10.01	0.69	4.41	7.53	0.00	9.25	20210716	19970924	         36.33	--  	--  	274.45	113.47	         34.75	46.00	202.68	35.37	8.12	50.23	42.65	94.00	34.42	--  	2.14	63.73	49.79	10.17	0.01	10.16	7.75	7.69	58.43	6.61	3.38	402534.00	          4929	23.51万	435.19	39.77	         15.27	262.33	27.19	0.15	0.210㈠	          3.12	0.00	          0.06	          1.61	          0.18	         41.34	   6.83㈠	         21.87	         15.95	         12.16	0.41	9111	600111	--  	--  	--  	
603305	旭升股份	10.01	0.00	40.37	        162.68亿	36.39	    38.58	3.31	36.39	--  	103615	105	          2.32	35.28	36.39	34.81	33.08	37117.86	  3.40	汽车配件	浙江	4.78	35.82	43557	60058	  0.73	18124	0	--  	927.86	          0.22	0.17	6595.32	          4.47	        162.68亿	 10.43	   2047	     51	        0.0011	2	2.96	9.35	11.18	15.71	17.54	2	          8.66	         43.55亿	         26.77	48.88	0.46	MACD金叉	8	2	11	6.65	10.01	5.23	8.29	3.15	0.00	4.54	20210730	20170710	          4.47	--  	--  	52.10	33.85	          0.04	34.96	23.33	10.36	3.66	17.24	7.10	6.37	5.83	--  	18.09	12.11	8.55	2.49	0.12	2.49	2.11	1.98	9.67	0.76	-1.28	27486.00	          4354	15.84万	49.84	82.35	          4.81	213.46	13.43	0.91	0.470㈡	          7.57	0.00	          4.05	          2.16	          0.17	         64.97	   6.23㈡	         29.42	         20.59	         17.41	0.54	1862	603305	--  	--  	--  	
603806	福斯特	10.00	0.00	66.92	       1274.95亿	134.05	    64.39	12.19	134.04	134.05	100725	164	          1.06	121.86	134.05	120.50	121.86	132617.38	  1.11	塑料	浙江	11.12	131.66	49189	51536	  0.95	239	16	--  	961.48	          0.02	--  	--  	          9.51	       1274.95亿	 10.42	   3253	     31	        0.0003	2	10.00	20.98	35.40	84.13	89.36	6	          2.83	        476.42亿	         37.37	81.47	2.07	MACD金叉	12	8	12	0.00	10.00	-1.12	8.04	10.00	0.00	11.24	20210730	20140905	          9.51	--  	--  	121.79	95.00	          0.05	21.96	97.29	16.65	3.08	12.75	16.60	13.57	24.88	--  	22.62	28.14	19.99	5.68	0.08	5.68	4.95	4.85	58.39	-7.71	-0.59	14913.00	         23832	319.46万	219.70	86.51	         13.52	-165.46	45.30	0.27	0.540㈠	          9.91	9.91	          2.38	          6.14	         -0.81	         78.00	   5.21㈠	         28.97	         20.19	         17.59	0.96	2525	603806	--  	--  	--  	
605186	健麾信息	10.00	0.00	51.30	         49.37亿	36.30	   193.63	3.30	36.30	--  	54794	91	         16.12	34.10	36.30	33.29	33.00	19158.93	  2.00	医疗保健	上海	9.12	34.97	27564	27230	  1.01	1198	0	--  	231.88	          0.20	0.02	434.87	          0.34	         12.34亿	 10.42	   2682	     20	        0.0060	2	10.00	16.09	-3.20	88.47	29.04	13	         16.12	         12.34亿	         25.00	51.56	2.28	-- -- 	1	6		3.33	10.00	0.88	5.96	6.45	0.00	9.04	20210716	20201222	          1.36	--  	--  	9.59	8.20	          0.65	7.72	7.71	0.35	0.17	0.71	4.39	0.33	2.14	--  	3.59	0.41	0.19	0.09	0.00	0.09	0.06	0.06	3.10	-0.52	-1.21	15748.00	          2159	7.84万	0.00	0.00	          6.02	-95.23	120.97	0.59	0.050㈠	          6.03	0.00	          2.64	          2.28	         -0.38	         85.46	   0.78㈠	         53.07	         20.96	         15.62	0.04	341	605186	--  	--  	--  	
603991	至正股份	10.00	0.00	--  	         35.26亿	47.30	--  	4.30	47.25	47.30	7760	82	          1.04	43.47	47.30	43.01	43.00	3534.38	  2.02	塑料	深圳	9.98	45.55	2345	5415	  0.43	2	114	--  	0.00	          0.00	--  	--  	          0.75	         35.26亿	 10.42	    900	      9	        0.0012	1	-0.05	7.43	-2.17	-15.48	20.08	2	          1.93	         19.00亿	         53.90	--  	0.45	MACD金叉	9	1	10	1.09	10.00	0.02	5.92	8.81	0.00	9.97	20210716	20170308	          0.75	--  	--  	5.42	3.67	--  	32.41	2.81	2.17	0.26	1.65	0.24	0.38	1.49	--  	2.48	0.31	0.28	-0.05	0.00	-0.04	-0.04	-0.05	0.27	0.25	0.14	3559.00	         11288	53.39万	64.73	-54.87	          9.62	139.78	113.70	0.00	-0.060㈠	          4.92	0.00	          3.32	          0.36	          0.34	         67.59	  -1.22㈠	          9.47	        -15.54	        -14.40	0.02	207	603991	--  	--  	--  	
603063	禾望电气	10.00	0.00	31.86	         96.59亿	22.22	    36.77	2.02	22.22	--  	274078	52	          6.35	20.41	22.22	20.41	20.20	60090.86	  1.30	电气设备	深圳	8.96	21.92	137700	136378	  1.01	14478	0	--  	556.38	          0.10	0.05	3217.01	          4.32	         95.93亿	 10.42	   1953	    140	        0.0033	2	8.89	15.18	42.80	79.22	15.32	9	          9.83	         61.93亿	         64.11	36.22	0.83	多头排列	8	6	8	1.04	10.00	1.04	8.54	8.87	0.00	8.87	20210716	20170728	          4.35	--  	--  	44.60	28.69	          0.04	35.59	33.90	2.11	0.79	13.16	6.53	7.70	9.83	0.20	10.49	3.38	1.85	0.71	0.06	0.72	0.66	0.62	12.75	-0.43	0.31	30433.00	          9158	20.35万	125.10	14.37	          3.36	-224.41	28.58	0.28	0.150㈠	          6.61	6.61	          2.41	          2.93	         -0.10	         64.33	   2.29㈠	         45.18	         21.08	         19.43	0.54	1196	603063	--  	--  	--  	
601877	正泰电器	10.00	0.00	14.67	        910.51亿	42.35	   187.76	3.85	42.35	--  	906446	4742	          4.22	40.01	42.35	40.01	38.50	382521.29	  1.21	电气设备	浙江	6.08	42.20	620021	286425	  2.16	31381	0	--  	5310.53	          0.13	0.03	13289.85	         21.50	        910.51亿	 10.42	   3378	    268	        0.0012	2	10.00	16.67	31.69	32.22	9.54	3	          8.97	        427.94亿	         47.00	14.17	0.82	多头排列	6	2	8	3.92	10.00	3.92	9.61	5.85	0.00	5.85	20210716	20100121	         21.50	--  	--  	717.44	300.85	         13.67	56.16	308.07	239.79	5.73	209.41	61.51	57.38	89.57	0.13	113.71	68.69	49.86	2.38	2.25	2.32	1.21	6.04	155.46	-12.02	1.70	49293.00	         20500	86.82万	-64.52	20.55	          3.03	-75.75	13.25	1.18	0.060㈠	         13.99	0.00	          5.29	          7.23	         -0.56	         41.93	   0.40㈠	         27.42	          3.47	          1.76	2.70	28127	601877	--  	--  	--  	
601016	节能风电	10.00	0.00	26.87	        209.55亿	4.18	    17.53	0.38	4.18	--  	2525570	9297	          5.64	3.79	4.18	3.77	3.80	103435.58	  1.71	新型电力	北京	10.79	4.10	1374761	1150809	  1.19	288458	0	--  	273.90	          0.03	0.11	12057.54	         44.80	        187.28亿	 10.42	   4107	    615	        0.0014	2	2.15	5.03	13.59	10.41	23.45	12	          9.77	        108.02亿	         51.55	33.91	0.41	MACD金叉	3	1	10	-0.26	10.00	-0.79	7.78	10.29	0.00	10.88	20210716	20140929	         50.13	--  	--  	347.79	101.31	          7.62	68.68	64.71	167.46	2.19	43.96	19.03	1.41	38.43	0.03	24.17	8.85	3.46	3.82	0.00	3.82	2.99	2.95	25.20	5.11	-2.07	229196.00	         11275	4.71万	118.50	42.62	          2.00	40.98	23.68	1.05	0.060㈠	          2.09	2.09	          0.48	          0.50	          0.10	         29.13	   2.95㈠	         60.88	         43.14	         33.77	0.02	929	601016	--  	--  	--  	
600366	宁波韵升	10.00	0.00	37.94	        102.27亿	10.34	    39.50	0.94	10.34	--  	1895238	13752	         19.16	9.25	10.34	9.25	9.40	190952.59	  1.36	矿物制品	浙江	11.60	10.08	925829	969408	  0.96	13650	0	--  	3545.92	          0.59	0.01	1411.41	          9.89	        102.27亿	 10.42	   3853	    492	        0.0050	3	7.67	30.22	52.51	62.58	64.65	5	         29.06	         67.45亿	         65.95	57.54	0.79	多头排列	8	6	8	-1.60	10.00	-1.60	7.19	11.78	0.00	11.78	20210716	20001030	          9.89	--  	--  	63.84	44.52	          0.46	29.54	40.18	12.94	1.49	18.16	2.78	12.44	6.73	0.08	1.78	6.78	4.96	0.81	0.45	0.81	0.65	0.47	30.50	-1.75	0.13	72048.00	          9053	9.36万	339.01	73.78	          2.30	-58.42	15.09	0.95	0.065㈠	          4.50	0.00	          0.18	          3.08	         -0.18	         69.73	   1.45㈠	         26.86	         12.00	          9.55	0.48	3134	600366	--  	--  	--  	
605111	新洁能	10.00	0.00	127.19	        241.78亿	170.65	    80.44	15.51	170.65	--  	62850	14	         17.74	153.50	170.65	153.50	155.14	105810.68	  1.15	半导体	江苏	11.05	168.36	41040	21810	  1.88	7120	0	--  	986.08	          0.18	0.11	12150.28	          0.35	         60.44亿	 10.42	   2020	     31	        0.0088	2	4.53	3.48	5.53	28.00	22.44	14	         17.74	         60.44亿	         25.00	173.50	1.13	KDJ金叉	12	6		-1.06	10.00	-1.06	8.52	11.17	0.00	11.17	20210716	20200928	          1.42	--  	--  	14.87	12.35	--  	16.95	13.02	1.06	0.13	2.39	7.21	1.05	1.24	--  	5.75	3.17	2.11	0.87	0.00	0.87	0.75	0.75	5.08	0.59	0.44	23629.00	          1499	25.58万	0.00	0.00	         19.58	413.22	76.39	0.17	0.530㈠	          8.72	0.00	          4.06	          3.58	          0.41	         83.05	   6.08㈠	         33.49	         27.39	         23.74	0.12	219	605111	--  	--  	--  	
603324	盛剑环境	10.00	0.00	67.67	         85.90亿	69.32	   179.11	6.30	69.32	--  	49897	67	         16.10	61.13	69.32	61.08	63.02	32800.43	  1.04	环境保护	上海	13.08	65.74	24547	25350	  0.97	1495	0	--  	225.57	          0.12	0.03	1036.33	          0.31	         21.48亿	 10.42	   3407	     15	        0.0047	5	8.62	28.40	95.87	113.59	254.13	8	         16.10	         21.48亿	         25.01	70.61	0.00	上穿BOLL上轨	8			-3.00	10.00	-3.08	4.31	13.40	0.00	13.49	20210716	20210407	          1.24	--  	--  	18.39	12.75	--  	30.70	16.08	0.85	0.37	5.46	7.88	1.48	4.51	--  	7.55	1.76	1.30	0.14	0.00	0.14	0.12	0.12	3.74	-1.17	4.25	38273.00	           810	5.61万	0.00	0.00	          6.74	-73.18	48.77	0.43	0.130㈠	         10.29	0.00	          6.10	          3.02	         -0.95	         69.30	   0.94㈠	         26.24	          8.07	          6.81	0.09	676	603324	--  	--  	--  	
