代码	名称	涨幅%	涨速%	市盈(TTM)	AB股总市值	现价	市盈(动)	涨跌	买价	卖价	总量	现量	换手%	今开	最高	最低	昨收	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
600337	美克家居	1.92	0.27	9.34	         60.57亿	3.72	    20.18	0.07	3.71	3.72	179279	2531	          1.10	3.63	3.72	3.61	3.65	6592.15	  0.70	家居用品	新疆	3.01	3.68	77942	101337	  0.77	398	456	--  	6.72	          0.00	--  	--  	         16.28	         60.57亿	  2.34	   3647	     49	        0.0003	3	1.11	3.34	-7.69	-29.81	-18.60	0	          2.08	         32.13亿	         53.04	19.77	0.94	-- -- 	13	9	4	-0.55	1.92	-1.10	0.74	2.48	0.00	3.05	20210716	20001127	         16.28	--  	--  	94.02	42.65	          0.14	54.50	37.40	17.77	6.12	26.11	8.79	20.45	3.10	--  	6.95	11.75	5.63	0.89	-0.00	0.89	0.75	0.74	21.89	1.00	-1.07	16886.00	         51148	19.03万	128.12	168.71	          1.42	60.71	5.15	0.00	0.050㈠	          2.62	0.00	          0.43	          1.34	          0.06	         45.36	   1.76㈠	         52.08	          7.57	          6.38	0.19	10144	600337	--  	--  	--  	
600397	安源煤业	1.90	0.00	--  	         26.53亿	2.68	--  	0.05	2.68	2.69	155496	1815	          1.57	2.61	2.73	2.61	2.63	4143.97	  0.79	煤炭开采	江西	4.56	2.67	67542	87954	  0.77	734	1865	--  	58.62	          0.04	--  	--  	          9.90	         26.53亿	  2.32	   1913	     81	        0.0008	2	1.94	-1.47	0.75	4.69	-22.09	10	          2.59	         16.09亿	         60.66	--  	0.42	-- -- 	1	10	1	-0.76	3.80	-0.76	1.33	2.68	-1.83	2.68	20210716	20020702	          9.90	--  	--  	77.68	6.06	         -1.20	93.74	31.39	37.60	5.33	65.69	10.69	1.10	4.60	--  	18.63	19.34	18.26	-0.08	0.00	-0.11	-0.22	-0.23	-25.76	0.26	0.26	58500.00	         10265	2.75万	71.05	51.46	          4.38	100.17	1.37	0.00	-0.022㈠	          0.61	0.00	          1.88	         -2.60	          0.03	          7.80	  -3.55㈠	          5.60	         -0.43	         -1.11	--  	9047	600397	--  	--  	--  	
600567	山鹰国际	1.90	0.00	9.15	        148.63亿	3.22	     7.84	0.06	3.21	3.22	413696	3005	          0.90	3.15	3.24	3.11	3.16	13101.24	  0.83	造纸	安徽	4.11	3.17	179771	233925	  0.77	12253	6490	--  	73.96	          0.01	--  	--  	         46.16	        148.63亿	  2.32	   2805	    147	        0.0003	1	0.00	1.26	-3.59	-7.20	8.05	2	          1.32	        100.83亿	         67.84	10.76	0.23	-- -- 	9	4	10	-0.32	2.53	-1.58	0.22	2.22	-0.62	3.54	20210716	20011218	         46.16	--  	--  	483.83	160.46	         17.28	63.26	156.66	184.67	20.99	208.65	39.26	34.30	36.09	--  	44.39	68.29	58.11	5.95	0.21	5.90	4.74	4.29	81.14	-3.27	-8.37	193198.00	         16209	5.22万	105.55	78.02	          0.95	-45.44	2.18	1.20	0.110㈠	          3.38	3.38	          0.96	          1.76	         -0.07	         33.17	   2.95㈠	         14.91	          8.71	          6.94	1.51	13189	600567	--  	--  	--  	
601368	绿城水务	1.89	0.21	17.25	         42.74亿	4.84	    22.25	0.09	4.83	4.84	25800	23	          0.30	4.74	4.88	4.71	4.75	1242.30	  2.03	水务	广西	3.58	4.82	10188	15612	  0.65	59	43	--  	0.71	          0.00	--  	--  	          8.60	         41.64亿	  2.32	    520	     50	        0.0006	2	0.42	0.40	-0.60	-4.33	-8.14	0	          0.77	         16.23亿	         37.98	17.25	0.40	KDJ金叉	9	4	9	-0.21	2.74	-0.84	1.37	2.11	-0.82	2.76	20210728	20150612	          8.83	--  	--  	155.07	44.13	--  	71.54	17.66	81.61	8.95	33.82	12.12	0.69	1.78	0.54	15.24	3.70	2.36	0.57	0.00	0.57	0.48	0.44	17.19	1.27	-2.83	33381.00	         10046	4.86万	-0.05	19.76	          0.97	33.69	11.54	1.88	0.054㈠	          5.00	0.00	          1.73	          1.95	          0.14	         28.46	   1.09㈠	         36.32	         15.29	         12.97	--  	1676	601368	--  	--  	--  	
603392	万泰生物	1.89	0.01	185.75	       1663.90亿	274.10	   143.83	5.09	274.10	274.14	11931	103	          0.79	269.00	277.50	264.00	269.01	32387.95	  0.84	医疗保健	北京	5.02	271.46	5593	6338	  0.88	13	20	--  	252.86	          0.01	--  	--  	          1.51	        413.38亿	  2.31	   2739	      4	        0.0003	3	4.48	9.98	10.99	29.98	90.65	6	          0.79	        413.38亿	         24.84	245.78	1.49	-- -- 	12	8	12	-0.00	3.16	-1.86	0.91	1.90	-1.23	3.83	20210716	20200429	          6.07	--  	--  	39.07	28.43	          0.29	26.48	22.38	5.64	2.32	9.30	5.96	4.43	9.51	--  	4.46	8.24	1.29	3.37	0.03	3.37	2.89	2.81	17.35	0.77	-1.12	18329.00	          8228	225.53万	310.61	165.05	         58.53	2167.34	201.92	0.07	0.476㈠	          4.68	0.00	          0.74	          2.86	          0.13	         72.77	  10.17㈠	         84.39	         40.87	         35.10	0.78	2377	603392	--  	--  	--  	
600724	宁波富达	1.89	0.00	9.94	         46.83亿	3.24	    14.24	0.06	3.24	3.25	31144	463	          0.22	3.17	3.25	3.15	3.18	999.02	  1.06	水泥	浙江	3.14	3.21	14218	16926	  0.84	536	935	--  	8.08	          0.01	--  	--  	         14.45	         46.82亿	  2.31	    389	     80	        0.0006	2	0.32	-0.91	-5.26	-6.09	-3.57	4	          0.94	         10.78亿	         23.03	11.10	0.39	-- -- 	9	4	2	-0.31	2.20	-0.94	0.87	2.21	-0.31	2.86	20210716	19960716	         14.45	--  	--  	41.69	30.35	          5.41	14.22	22.19	5.41	1.25	5.85	6.15	1.54	0.92	0.58	2.60	4.21	2.69	1.13	0.00	1.14	0.82	0.72	10.35	0.84	-9.27	33007.00	         10083	3.27万	149.41	20.38	          1.54	55.85	11.13	6.79	0.057㈠	          2.10	0.00	          0.18	          0.72	          0.06	         72.80	   2.71㈠	         36.15	         26.83	         19.53	--  	1516	600724	--  	--  	--  	
603018	华设集团	1.88	0.00	7.80	         47.00亿	7.03	    14.80	0.13	7.02	7.03	45306	427	          0.68	6.90	7.10	6.88	6.90	3172.79	  0.78	建筑工程	江苏	3.19	7.00	20542	24764	  0.83	106	241	--  	15.88	          0.00	--  	--  	          6.69	         47.00亿	  2.30	   1476	     31	        0.0005	1	-1.57	-0.99	-11.46	-21.96	-21.16	0	          0.68	         47.00亿	        100.00	8.07	0.51	KDJ金叉	9	9	13	0.00	2.90	-0.29	1.49	1.88	-0.99	2.18	20210716	20141013	          6.69	--  	--  	88.11	34.26	          0.97	60.02	75.17	3.83	0.46	52.78	12.14	4.65	27.24	0.02	5.75	8.04	5.55	0.99	-0.00	0.99	0.79	0.75	21.20	-3.24	-3.33	16534.00	         40439	28.43万	33.54	40.32	          1.37	-14.49	5.85	2.96	0.119㈠	          5.12	0.00	          0.86	          3.17	         -0.49	         38.88	   2.32㈠	         30.92	         12.27	          9.88	0.38	5888	603018	--  	--  	--  	
605255	天普股份	1.88	0.13	29.51	         21.09亿	15.73	    27.66	0.29	15.73	15.74	66322	564	         19.79	15.71	16.98	15.56	15.44	10536.49	  3.18	汽车配件	浙江	9.20	15.89	38803	27519	  1.41	296	53	--  	70.70	          0.13	--  	--  	          0.34	          5.27亿	  2.30	   1780	     37	        0.0111	2	3.83	2.47	6.64	4.55	2.44	6	         19.79	          5.27亿	         25.00	33.66	0.54	KDJ死叉	10	11		1.75	9.97	0.78	2.89	0.13	-7.36	1.09	20210716	20200825	          1.34	--  	--  	10.36	9.56	--  	7.74	5.53	1.81	1.01	0.77	1.78	0.60	0.80	--  	5.69	0.85	0.48	0.22	0.02	0.22	0.19	0.18	2.39	0.31	-0.20	14393.00	          2329	3.66万	0.00	0.00	          2.21	67.43	24.77	4.74	0.140㈠	          7.13	0.00	          4.24	          1.78	          0.23	         92.26	   2.00㈠	         43.53	         25.25	         22.39	0.07	816	605255	--  	--  	--  	
600123	兰花科创	1.87	0.35	18.19	         99.62亿	8.72	    10.98	0.16	8.72	8.73	275075	3637	          2.41	8.65	8.90	8.55	8.56	23920.00	  0.93	煤炭开采	山西	4.09	8.70	129465	145610	  0.89	1407	410	--  	207.60	          0.04	--  	--  	         11.42	         99.62亿	  2.29	   3897	     71	        0.0006	1	0.00	3.81	12.37	48.30	54.88	4	          4.39	         54.68亿	         54.89	26.59	1.73	-- -- 	12	8	2	1.05	3.97	-0.12	1.59	0.81	-2.02	1.99	20210716	19981217	         11.42	--  	--  	274.86	110.03	          1.92	59.27	56.20	115.83	58.30	110.16	23.05	6.88	1.84	--  	2.16	21.73	13.31	3.11	0.53	3.03	2.27	2.32	71.21	0.87	3.67	55248.00	         11350	9.90万	320.26	44.19	          0.91	115.07	4.58	1.15	0.199㈠	          9.63	0.00	          0.19	          6.23	          0.08	         40.03	   2.06㈠	         38.73	         14.32	         10.44	--  	18328	600123	--  	--  	--  	
600203	福日电子	1.86	-0.10	146.94	         42.54亿	9.32	--  	0.17	9.32	9.34	50439	743	          1.11	9.11	9.37	9.07	9.15	4663.50	  0.67	元器件	福建	3.28	9.25	21707	28732	  0.76	191	149	--  	24.51	          0.01	--  	--  	          4.56	         42.54亿	  2.28	   2151	     23	        0.0005	2	2.69	0.65	-3.42	14.50	-6.24	6	          1.58	         29.69亿	         69.79	427.68	0.69	-- -- 	8	6	1	-0.44	2.40	-0.87	1.05	2.31	-0.53	2.76	20210728	19990514	          4.56	--  	--  	87.73	20.72	          6.99	68.41	61.30	5.75	2.39	56.05	11.91	19.85	20.58	--  	16.19	35.25	34.13	-0.53	0.06	-0.53	-0.37	-0.45	-0.43	-1.25	-2.57	21577.00	         14763	13.76万	33.67	105.24	          2.05	-34.16	1.21	0.00	-0.090㈠	          4.54	0.00	          3.55	         -0.09	         -0.27	         23.62	  -1.81㈠	          3.18	         -1.51	         -1.06	0.56	5343	600203	--  	--  	--  	
603895	天永智能	1.85	0.00	142.59	         16.64亿	15.40	    61.98	0.28	15.38	15.40	6117	36	          0.57	15.00	15.47	15.00	15.12	938.60	  0.73	专用机械	上海	3.11	15.34	2865	3252	  0.88	46	19	--  	0.00	          0.00	--  	--  	          1.08	         16.64亿	  2.27	    723	      8	        0.0008	2	2.30	2.19	-17.12	-7.51	-9.20	0	          2.12	          4.44亿	         26.65	136.38	0.24	-- -- 	1	10	9	-0.79	2.31	-0.79	1.48	2.67	-0.45	2.67	20210716	20180122	          1.08	--  	--  	12.84	6.02	--  	53.13	11.37	0.61	0.16	6.81	2.06	4.24	2.13	--  	3.76	1.05	0.78	0.06	0.00	0.07	0.07	0.06	0.98	-0.56	0.01	8525.00	          3379	5.20万	-7.33	28.57	          2.77	-29.48	15.82	0.13	0.060㈠	          5.57	0.00	          3.48	          0.91	         -0.52	         46.87	   1.12㈠	         26.12	          6.15	          6.38	0.14	639	603895	--  	--  	--  	
600671	ST目药	1.85	0.43	--  	         11.39亿	9.35	--  	0.17	9.33	9.35	4906	509	          0.40	9.11	9.35	9.08	9.18	449.43	  0.93	中成药	浙江	2.94	9.16	2733	2173	  1.26	114	88	--  	0.00	          0.00	--  	--  	          1.22	         11.38亿	  2.27	    140	     35	        0.0029	2	0.33	0.64	11.44	12.92	8.59	11	          0.74	          6.16亿	         54.13	--  	0.00	-- -- 	10	8	9	-0.76	1.85	-1.09	-0.20	2.63	0.00	2.97	20210716	19930823	          1.22	--  	--  	4.41	0.70	          0.20	79.59	2.25	1.37	0.06	2.56	0.03	0.63	0.52	--  	0.63	0.39	0.29	-0.06	0.00	-0.03	-0.03	-0.06	-1.39	-0.01	-0.04	8173.00	          8066	7.54万	-12329.73	-30.16	         16.32	-868.12	29.26	0.00	-0.025㈠	          0.57	0.00	          0.52	         -1.14	         -0.01	         15.83	  -4.40㈠	         26.57	        -14.55	         -7.89	0.01	483	600671	--  	--  	--  	
600039	四川路桥	1.84	0.00	7.37	        290.35亿	6.08	     6.07	0.11	6.08	6.09	229484	2248	          0.64	5.97	6.14	5.87	5.97	13810.54	  0.79	建筑工程	四川	4.52	6.02	102734	126750	  0.81	1279	459	--  	44.24	          0.01	--  	--  	         36.11	        219.52亿	  2.26	   3617	     63	        0.0002	2	1.02	-0.49	1.00	-6.75	42.72	0	          1.61	         86.69亿	         29.86	9.60	0.50	-- -- 	7	4	10	0.00	2.85	-1.68	0.81	1.84	-0.98	3.58	20210716	20030325	         47.75	--  	--  	1133.33	238.85	         21.55	77.02	557.74	22.77	291.33	460.79	106.92	30.46	103.94	--  	64.59	132.73	109.11	14.13	0.01	14.24	11.97	11.80	116.26	-18.66	-34.18	87476.00	         16299	9.91万	326.18	145.60	          1.22	-15.56	2.19	4.11	0.251㈠	          5.00	0.00	          1.35	          2.43	         -0.39	         21.08	   5.01㈠	         17.79	         10.64	          9.02	1.38	12642	600039	--  	--  	--  	
603866	桃李面包	1.84	0.18	30.94	        263.38亿	27.66	    40.45	0.50	27.66	27.67	60453	458	          0.63	27.20	27.76	25.80	27.16	16097.11	  1.03	食品	辽宁	7.22	26.63	31362	29091	  1.08	191	17	--  	18.01	          0.00	--  	--  	          9.52	        263.38亿	  2.26	   3316	     18	        0.0002	1	-2.76	-1.15	-10.34	-19.66	-33.35	0	          1.65	        101.29亿	         38.46	29.83	0.67	-- -- 	9	9	9	0.15	2.21	-5.01	-1.96	1.69	-0.36	7.21	20210716	20151222	          9.52	--  	--  	58.65	49.98	--  	14.78	24.17	19.98	3.40	8.62	9.79	1.44	4.52	--  	20.37	13.27	9.74	2.05	0.00	2.08	1.63	1.47	19.95	1.76	2.65	21401.00	         17111	47.33万	-16.27	0.31	          5.27	150.02	19.85	2.58	0.171㈠	          5.25	0.00	          2.14	          2.10	          0.18	         85.22	   3.26㈠	         26.56	         15.43	         12.27	0.03	11877	603866	--  	--  	--  	
603439	贵州三力	1.84	-0.07	56.79	         51.97亿	12.76	    55.43	0.23	12.76	12.77	55291	533	          3.41	12.53	13.10	12.15	12.53	6980.70	  1.25	中成药	贵州	7.58	12.63	29147	26144	  1.11	428	142	--  	9.52	          0.01	--  	--  	          1.62	         20.71亿	  2.26	   1991	     28	        0.0017	1	-0.48	4.33	-15.10	-19.65	-36.23	10	          5.12	         13.78亿	         26.51	55.32	0.45	-- -- 	7	1	9	0.00	4.55	-3.03	0.76	1.84	-2.60	5.02	20210716	20200428	          4.07	--  	--  	13.06	10.05	         -0.00	23.01	10.10	1.52	0.19	2.87	5.24	0.74	2.21	--  	2.01	1.29	0.40	0.28	0.13	0.28	0.23	0.22	3.41	0.29	0.74	20847.00	          5179	6.61万	-9.41	-12.36	          5.17	180.25	40.24	1.96	0.060㈠	          2.47	0.00	          0.49	          0.84	          0.07	         76.99	   2.33㈠	         69.06	         21.87	         18.15	0.00	884	603439	--  	--  	--  	
600905	三峡能源	1.83	0.16	42.68	       1748.55亿	6.12	    29.24	0.11	6.12	6.13	6271879	62369	          9.02	5.96	6.28	5.90	6.01	383474.64	  0.97	新型电力	北京	6.32	6.11	3183564	3088315	  1.03	26880	55223	--  	1195.64	          0.03	--  	--  	         69.49	        425.31亿	  2.25	   4745	   1322	        0.0019	2	0.84	-2.08	2.86	130.94	130.94	7	          9.02	        425.31亿	         24.32	48.72	0.00	-- -- 				-0.83	4.49	-1.83	1.73	2.68	-2.55	3.73	20210716	20210610	        285.71	--  	--  	1556.89	434.08	         48.84	68.98	264.42	695.05	18.64	291.34	58.32	0.80	139.22	0.00	94.75	38.12	13.53	17.95	1.32	17.95	14.95	14.87	134.97	19.16	39.25	3393829.00	          2048	1.25万	0.00	0.00	          2.65	91.27	45.86	0.00	0.052㈠	          2.31	2.31	          0.33	          0.47	          0.07	         27.88	   3.44㈠	         64.51	         47.09	         39.21	--  	3222	600905	--  	--  	--  	
605299	舒华体育	1.82	-0.35	49.48	         68.97亿	16.76	   135.39	0.30	16.75	16.76	69027	1187	         13.81	17.00	17.15	15.56	16.46	11367.44	  1.12	文教休闲	福建	9.66	16.47	35064	33963	  1.03	27	82	--  	168.64	          0.20	--  	--  	          0.50	          8.38亿	  2.24	   2783	     25	        0.0050	2	8.79	10.55	-9.84	39.90	35.71	12	         13.81	          8.38亿	         12.15	50.36	1.30	-- -- 	1	6		3.28	4.19	-5.47	0.05	-1.41	-2.27	7.71	20210716	20201215	          4.11	--  	--  	18.42	13.05	--  	29.14	9.50	7.15	1.02	4.64	1.54	3.22	2.23	--  	3.50	3.22	2.38	0.18	0.01	0.17	0.13	0.12	4.67	-0.46	-2.76	16537.00	          3024	5.07万	0.00	0.00	          5.28	-148.66	21.43	1.79	0.030㈠	          3.17	0.00	          0.85	          1.13	         -0.11	         70.86	   0.98㈠	         26.04	          5.58	          3.96	0.07	2577	605299	--  	--  	--  	
603260	合盛硅业	1.82	-0.01	54.68	       1124.22亿	104.66	    31.20	1.87	104.65	104.66	84093	788	          0.90	101.70	109.50	100.18	102.79	88261.36	  0.83	化工原料	浙江	9.07	104.96	39789	44304	  0.90	417	13	--  	493.25	          0.03	--  	--  	          9.38	        981.71亿	  2.24	   4362	     19	        0.0002	2	4.45	0.15	33.75	76.94	215.72	6	          5.87	        149.97亿	         13.34	80.06	1.11	多头排列	8	8	8	-1.06	6.53	-2.54	2.11	2.91	-4.42	4.47	20210716	20171030	         10.74	--  	--  	215.11	105.89	          1.01	50.30	54.32	111.43	7.40	86.15	6.25	29.15	5.38	--  	20.30	32.76	19.51	10.57	-0.13	10.60	9.01	8.97	73.93	3.02	1.24	18924.00	          7572	79.25万	261.30	76.21	          9.27	372.70	34.32	0.24	0.960㈠	         11.29	11.29	          1.89	          6.88	          0.28	         49.23	   8.51㈠	         40.44	         32.27	         27.50	0.44	8893	603260	--  	--  	--  	
603658	安图生物	1.81	0.21	43.83	        362.08亿	61.76	    52.79	1.10	61.75	61.76	49276	560	          0.84	60.56	63.06	59.20	60.66	30127.59	  0.97	医疗保健	河南	6.36	61.14	18866	30410	  0.62	7	6	--  	50.26	          0.00	--  	--  	          5.86	        362.08亿	  2.23	   3874	     13	        0.0002	3	3.27	5.97	-16.26	-32.18	-44.37	0	          2.65	        115.03亿	         31.77	48.42	1.58	-- -- 	9	9	9	-0.16	3.96	-2.41	0.79	1.98	-2.06	4.32	20210716	20160901	          5.86	--  	--  	80.68	66.33	          1.08	16.45	48.65	16.80	2.46	9.98	3.71	4.81	9.01	--  	42.35	8.17	3.48	1.93	0.27	1.93	1.71	1.69	17.17	2.59	0.43	18644.00	          9990	61.70万	84.15	48.44	          5.46	139.60	44.32	1.06	0.292㈠	         11.31	0.00	          7.22	          2.93	          0.44	         82.22	   2.59㈠	         57.46	         23.56	         20.99	1.04	4544	603658	--  	--  	--  	
601177	杭齿前进	1.80	0.00	24.05	         31.60亿	7.90	    15.35	0.14	7.90	7.91	29741	255	          0.74	7.74	7.96	7.68	7.76	2331.56	  0.76	机械基件	浙江	3.61	7.84	14327	15414	  0.93	307	760	--  	1.16	          0.00	--  	--  	          4.00	         31.60亿	  2.23	   1483	     20	        0.0005	2	2.24	-4.02	-0.25	1.15	-1.74	0	          1.52	         15.48亿	         48.99	37.66	0.29	-- -- 	14	12	11	-0.26	2.58	-1.03	1.03	2.07	-0.75	2.86	20210716	20101011	          4.00	--  	--  	41.03	17.70	          1.71	52.69	18.58	10.21	1.71	15.78	3.44	8.63	3.30	0.00	8.61	5.47	3.93	0.60	0.24	0.60	0.51	0.46	4.34	-0.73	-1.15	17022.00	         11514	9.10万	1204.68	50.41	          1.79	-43.32	5.78	0.25	0.129㈠	          4.42	0.00	          2.15	          1.09	         -0.18	         43.13	   2.91㈠	         28.17	         11.04	          9.42	0.25	2958	601177	--  	--  	--  	
605196	华通线缆	1.80	0.00	33.01	         48.81亿	9.63	    73.48	0.17	9.63	9.64	58058	1054	          7.64	9.42	9.70	9.39	9.46	5581.68	  1.00	电气设备	河北	3.28	9.61	24341	33717	  0.72	160	6	--  	48.70	          0.07	--  	--  	          0.76	          7.32亿	  2.22	   2120	     27	        0.0036	2	1.83	-1.23	-22.09	90.69	90.69	4	          7.64	          7.32亿	         15.00	31.63	0.00	-- -- 				-0.42	2.54	-0.74	1.63	2.23	-0.72	2.56	20210716	20210511	          5.07	--  	--  	30.12	17.72	          0.02	41.14	20.78	6.30	0.40	11.71	2.43	7.39	8.56	--  	7.08	7.09	5.68	0.24	0.05	0.21	0.17	0.12	5.96	-0.76	-1.50	80939.00	           939	0.90万	0.00	0.00	          2.32	-63.85	6.89	0.00	0.033㈠	          4.14	4.14	          1.40	          1.18	         -0.15	         58.81	   0.94㈠	         19.80	          3.33	          2.34	0.28	1836	605196	--  	--  	--  	
601952	苏垦农发	1.79	0.00	21.69	        148.82亿	10.80	    32.04	0.19	10.80	10.81	258404	3522	          1.88	10.50	10.85	10.47	10.61	27681.40	  0.91	种植业	江苏	3.58	10.71	124751	133653	  0.93	1547	2347	--  	114.56	          0.02	--  	--  	         13.78	        148.82亿	  2.21	   3629	     71	        0.0005	2	3.82	0.19	3.45	-2.17	-22.02	4	          5.83	         47.86亿	         32.16	22.22	0.49	-- -- 	13	5	11	-1.04	2.26	-1.32	0.97	2.86	-0.46	3.15	20210716	20170515	         13.78	--  	--  	135.17	54.34	          3.90	56.91	64.45	15.25	1.96	15.81	5.77	27.02	3.42	1.43	19.96	18.33	14.70	1.40	0.12	1.41	1.16	0.97	17.84	-3.48	-3.75	70396.00	          6294	6.80万	16.66	34.43	          2.78	-42.71	8.12	1.94	0.080㈠	          3.89	3.89	          1.45	          1.29	         -0.25	         40.20	   2.14㈠	         19.80	          7.63	          6.33	0.12	10332	601952	--  	--  	--  	
603089	正裕工业	1.79	-0.22	12.19	         18.98亿	8.53	     9.34	0.15	8.51	8.53	22533	150	          1.01	8.38	8.60	8.33	8.38	1913.38	  0.78	汽车配件	浙江	3.22	8.49	9390	13143	  0.71	71	161	--  	7.71	          0.01	--  	--  	          2.22	         18.98亿	  2.21	   1293	     17	        0.0008	1	-1.76	-3.18	0.00	-3.07	-23.98	2	          2.99	          6.42亿	         33.83	17.27	0.57	-- -- 	13	4	13	0.00	2.63	-0.60	1.33	1.79	-0.81	2.40	20210716	20170126	          2.22	--  	--  	18.55	10.75	          1.52	33.89	9.56	5.14	1.49	4.61	1.46	3.61	2.95	--  	3.72	3.29	2.46	0.56	0.37	0.56	0.51	0.20	4.11	0.04	0.09	7784.00	          9669	8.25万	928.13	76.09	          1.78	461.70	5.77	1.76	0.230㈠	          4.78	4.78	          1.67	          1.85	          0.02	         57.92	   4.73㈠	         25.06	         17.00	         15.45	0.15	2645	603089	--  	--  	--  	
600126	杭钢股份	1.79	-0.18	12.81	        172.91亿	5.12	    12.06	0.09	5.11	5.12	277618	2375	          0.82	5.00	5.16	4.97	5.03	14084.21	  0.94	普钢	浙江	3.78	5.07	121014	156604	  0.77	1968	1490	--  	51.65	          0.01	--  	--  	         33.77	        172.91亿	  2.21	   2917	     95	        0.0003	2	0.80	-0.20	0.59	-9.22	0.59	1	          2.51	         56.71亿	         32.80	15.26	0.71	-- -- 	13	1	1	-0.60	2.58	-1.19	0.86	2.40	-0.78	3.02	20210716	19980311	         33.77	--  	--  	325.86	201.05	          6.38	36.34	206.04	83.54	22.49	116.85	76.25	46.73	3.65	0.01	101.74	104.87	98.48	5.00	0.22	5.03	3.59	3.49	58.35	-0.64	4.39	54853.00	         20194	10.34万	151.70	77.45	          0.86	-268.63	1.65	6.25	0.110㈠	          5.95	0.00	          3.01	          1.73	         -0.02	         61.70	   1.78㈠	          6.10	          4.77	          3.42	0.83	3691	600126	--  	--  	--  	
603787	新日股份	1.78	-0.04	27.54	         39.76亿	19.49	    52.74	0.34	19.48	19.49	36014	184	          1.77	19.16	20.39	19.15	19.15	7127.37	  1.52	摩托车	江苏	6.48	19.79	18704	17310	  1.08	1330	32	--  	0.00	          0.00	--  	--  	          2.04	         39.76亿	  2.20	   2188	     16	        0.0008	2	1.81	-0.05	-15.85	6.79	-33.57	14	          6.55	         10.71亿	         26.94	38.94	0.19	KDJ金叉	1	7	1	0.05	6.48	0.00	3.34	1.72	-4.41	1.78	20210730	20170427	          2.04	--  	--  	30.50	10.59	          0.04	65.16	22.78	3.41	2.11	19.68	15.29	3.92	1.98	0.03	2.22	9.42	8.15	0.22	0.00	0.27	0.19	0.12	5.55	1.88	1.32	12106.00	          4540	8.85万	180.58	145.81	          3.76	21.12	4.22	1.28	0.090㈠	          5.19	0.00	          1.09	          2.72	          0.92	         34.72	   1.78㈠	         13.51	          2.29	          2.00	0.17	2773	603787	--  	--  	--  	
603618	杭电股份	1.77	-0.16	27.93	         39.67亿	5.74	    48.48	0.10	5.74	5.75	63480	611	          0.92	5.63	5.79	5.60	5.64	3621.94	  0.78	电气设备	浙江	3.37	5.71	25566	37914	  0.67	425	550	--  	3.88	          0.00	--  	--  	          6.91	         39.67亿	  2.19	   1707	     37	        0.0005	2	1.26	-4.17	-6.67	-6.36	2.68	4	          2.12	         17.17亿	         43.30	33.62	0.62	-- -- 	4	14	3	-0.18	2.66	-0.71	1.16	1.95	-0.86	2.50	20210716	20150217	          6.91	--  	--  	80.25	28.42	          0.68	63.75	59.49	10.38	2.15	38.10	11.45	13.77	21.26	0.00	11.19	13.11	11.00	0.29	0.10	0.28	0.20	0.18	6.17	-1.00	-1.37	40936.00	          7309	4.20万	671.71	35.36	          1.47	-39.54	3.03	1.05	0.030㈠	          3.90	3.90	          1.62	          0.89	         -0.15	         35.41	   0.72㈠	         16.09	          2.18	          1.56	0.40	1664	603618	--  	--  	--  	
601598	中国外运	1.75	0.00	10.28	        244.40亿	4.65	    10.31	0.08	4.64	4.65	226364	2573	          1.67	4.61	4.67	4.55	4.57	10459.32	  0.70	仓储物流	北京	2.63	4.62	113209	113155	  1.00	839	479	--  	26.14	          0.00	--  	--  	         13.52	         62.85亿	  2.17	   3725	     61	        0.0004	2	0.66	-0.22	-6.06	-3.93	8.64	4	          1.90	         55.51亿	         22.71	12.49	0.89	EXPMA死叉	7	8	10	0.88	2.19	-0.44	1.11	0.87	-0.43	2.20	20210716	20190118	         74.01	--  	         21.45	686.70	312.88	         18.90	51.68	307.75	123.34	60.50	262.82	88.40	0.74	148.27	--  	60.72	289.02	275.89	10.37	4.77	10.41	8.35	7.75	167.56	-21.82	-24.96	59182.00	         20170	9.38万	244.66	76.42	          1.10	-15.77	1.19	2.58	0.110㈠	          4.23	0.00	          0.82	          2.26	         -0.29	         45.56	   2.67㈠	          4.54	          3.59	          2.89	0.20	34628	601598	--  	--  	--  	
