代码	名称	涨幅%	涨速%	市盈(TTM)	AB股总市值	现价	市盈(动)	涨跌	买价	卖价	总量	现量	换手%	今开	最高	最低	昨收	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	强弱度%	活跃度	笔均量	笔换手	连涨天	昨涨幅%	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	年涨停天	换手Z	流通市值Z	流通比例Z	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	货币资金(亿)	存货(亿)	应收帐款(亿)	预收账款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
688396	华润微	5.61	0.05	105.62	       1320.09亿	100.00	    82.53	5.31	99.99	100.00	277172	2264	          8.42	93.80	102.60	93.21	94.69	272656.26	  1.02	半导体	江苏	9.92	98.37	132772	144400	  0.92	271	1118	--  	1142.81	          0.05	--  	--  	          3.29	        329.13亿	  6.03	   4651	     60	        0.0018	2	9.38	9.38	12.23	60.06	60.21	0	         11.04	        251.01亿	         19.01	136.99	0.98	-- -- 	8	8	6	-0.94	8.35	-1.56	3.89	6.61	-2.53	7.28	20210716	20200227	         13.20	--  	--  	156.82	105.29	          2.35	31.36	99.45	43.13	2.66	31.36	64.43	12.47	9.73	--  	89.64	20.45	14.01	4.19	0.02	4.18	4.00	3.71	0.98	7.50	-4.24	50024.00	          5018	50.18万	251.85	47.92	         10.73	175.99	64.56	0.07	0.330㈠	          9.32	9.32	          6.79	          0.07	          0.57	         67.14	   3.80㈠	         31.47	         20.49	         19.56	1.37	9060	688396	--  	--  	--  	
688398	赛特新材	1.79	-0.10	37.22	         36.84亿	46.05	    28.71	0.81	46.04	46.05	6778	91	          2.00	45.66	46.40	44.40	45.24	3084.45	  0.61	矿物制品	福建	4.42	45.51	3184	3594	  0.89	3	27	--  	3.74	          0.00	--  	--  	          0.34	         15.60亿	  2.21	    647	     10	        0.0031	3	1.32	3.88	16.23	19.33	-16.03	0	          2.08	         15.03亿	         40.81	39.46	0.94	-- -- 	6	2	11	0.93	2.56	-1.86	0.59	0.85	-0.75	3.72	20210716	20200211	          0.80	--  	--  	11.04	8.56	          0.02	22.26	6.77	2.62	0.59	1.96	2.00	0.86	1.45	--  	4.55	1.64	1.06	0.38	0.01	0.38	0.32	0.30	2.85	0.13	-0.45	5534.00	          5899	27.17万	21.24	84.58	          4.30	289.30	22.48	0.78	0.400㈠	         10.71	0.00	          5.69	          3.57	          0.16	         77.56	   3.75㈠	         35.07	         23.43	         19.58	0.07	977	688398	--  	--  	--  	
688399	硕世生物	5.91	-0.01	8.45	         93.25亿	159.08	     6.02	8.88	159.04	159.08	23855	309	          6.93	150.00	161.11	149.00	150.20	37099.42	  2.31	医疗保健	江苏	8.06	155.52	10021	13834	  0.72	2	97	--  	101.00	          0.02	--  	--  	          0.34	         54.77亿	  6.33	   2397	     10	        0.0029	4	1.28	11.37	1.67	0.05	-14.86	0	          7.59	         49.99亿	         53.61	11.38	0.92	上穿BOLL上轨	10	2	9	-0.13	7.26	-0.80	3.54	6.05	-1.26	6.77	20210716	20191205	          0.59	--  	--  	26.50	20.52	--  	22.58	20.80	0.96	0.26	4.99	10.32	3.33	3.20	--  	8.05	8.57	2.26	4.59	-0.01	4.59	3.87	3.82	11.59	0.24	-1.11	11208.00	          2804	44.61万	273.96	327.46	          4.54	386.15	10.89	4.40	6.610㈠	         35.00	0.00	         13.73	         19.78	          0.41	         77.42	  18.88㈠	         73.62	         53.59	         45.23	0.16	574	688399	--  	--  	--  	
688408	中信博	6.10	-0.73	128.89	        363.72亿	268.00	   613.25	15.42	268.00	268.03	10918	53	          3.45	250.00	274.21	246.01	252.58	28454.37	  0.95	电气设备	江苏	11.16	260.63	6498	4420	  1.47	42	6	--  	157.73	          0.02	--  	--  	          0.32	         84.81亿	  6.53	   1496	      7	        0.0023	3	8.40	20.16	45.16	97.68	57.34	1	          3.45	         84.81亿	         23.32	127.40	1.36	KDJ金叉	8	2		-1.02	8.56	-2.60	3.19	7.20	-2.26	8.94	20210716	20200828	          1.36	--  	--  	42.74	24.97	          0.00	41.57	37.48	2.84	0.99	17.19	7.63	2.49	2.25	--  	17.39	3.22	2.65	0.20	0.03	0.21	0.15	0.12	5.66	2.04	-5.75	3387.00	          9344	250.41万	0.00	0.00	         14.57	177.92	112.87	0.16	0.110㈠	         18.40	0.00	         12.81	          4.17	          1.51	         58.43	   0.59㈠	         17.89	          6.32	          4.60	0.23	1009	688408	--  	--  	--  	
688418	震有科技	0.38	0.19	96.39	         31.06亿	16.04	--  	0.06	16.04	16.05	24025	79	          1.85	15.95	16.34	15.64	15.98	3853.35	  0.89	通信设备	深圳	4.38	16.04	11425	12600	  0.91	32	13	--  	2.23	          0.00	--  	--  	          1.30	         20.88亿	  0.80	   1391	     17	        0.0013	2	2.04	0.56	-10.54	-7.92	-38.33	0	          2.38	         16.21亿	         52.19	72.04	1.08	-- -- 	1	9	13	-0.19	2.25	-2.13	0.37	0.56	-1.84	2.56	20210721	20200722	          1.94	--  	--  	14.74	12.27	          0.01	16.71	13.09	0.10	0.23	1.89	1.76	2.15	4.96	--  	8.56	0.30	0.16	-0.28	0.01	-0.28	-0.28	-0.32	1.65	-0.84	-1.65	8834.00	         11439	18.35万	-63.05	21.90	          2.53	-37.05	104.83	0.44	-0.190㈠	          6.34	0.00	          4.42	          0.85	         -0.43	         83.24	  -2.30㈠	         44.40	        -94.98	        -95.09	0.21	666	688418	--  	--  	--  	
688425	铁建重工	0.57	0.00	15.55	        273.49亿	5.32	    20.01	0.03	5.32	5.33	535802	5319	          5.11	5.29	5.42	5.23	5.29	28528.73	  1.10	专用机械	湖南	3.59	5.32	292462	243340	  1.20	6934	1850	--  	69.95	          0.01	--  	--  	         10.49	         55.81亿	  0.99	   3024	    177	        0.0017	2	0.38	-0.93	-8.43	85.37	85.37	0	          5.11	         55.81亿	         20.41	17.45	0.00	-- -- 				0.00	2.46	-1.13	0.65	0.57	-1.85	1.72	20210716	20210622	         51.41	--  	--  	183.25	86.19	          0.21	52.85	110.96	43.59	7.41	87.13	12.06	30.26	64.37	--  	13.95	18.63	12.12	3.73	0.67	3.76	3.42	3.14	28.83	-2.76	-1.25	881640.00	          1190	0.63万	0.00	0.00	          2.24	-99.12	14.68	0.00	0.066㈠	          2.38	2.38	          0.27	          0.56	         -0.05	         47.04	   3.96㈠	         34.95	         20.04	         18.35	1.75	4836	688425	--  	--  	--  	
688456	有研粉材	4.43	0.07	22.14	         30.77亿	29.68	    54.03	1.26	29.68	29.69	23932	258	          8.77	28.43	29.92	28.38	28.42	7013.60	  1.00	铜	北京	5.42	29.31	10736	13196	  0.81	114	5	--  	10.71	          0.01	--  	--  	          0.27	          8.10亿	  4.85	   1539	     16	        0.0057	2	4.60	1.47	4.80	9.64	183.48	0	          8.77	          8.10亿	         26.33	23.28	0.78	KDJ金叉	10			0.04	5.28	-0.14	3.12	4.40	-0.80	4.58	20210716	20210317	          1.04	--  	--  	13.29	10.43	--  	21.47	10.18	2.17	0.63	2.72	3.57	2.10	2.20	--  	6.51	5.73	5.20	0.16	0.00	0.17	0.14	0.12	2.76	-0.82	2.55	11872.00	          2299	6.82万	0.00	0.00	          2.95	-37.46	5.37	0.51	0.140㈠	         10.07	0.00	          6.28	          2.67	         -0.79	         78.53	   1.36㈠	          9.19	          2.81	          2.49	0.19	526	688456	--  	--  	--  	
688466	金科环境	0.83	-0.28	29.30	         21.30亿	20.73	   109.00	0.17	20.73	20.77	4345	166	          1.58	20.25	20.95	20.23	20.56	899.46	  0.58	环境保护	北京	3.50	20.70	2428	1917	  1.27	84	3	--  	0.00	          0.00	--  	--  	          0.28	          5.71亿	  1.25	    381	     11	        0.0041	2	0.98	0.15	-4.29	2.17	-16.28	0	          1.58	          5.71亿	         26.82	29.74	0.73	-- -- 	1	14	11	-1.51	1.90	-1.61	0.68	2.37	-1.05	2.47	20210728	20200508	          1.03	--  	--  	14.00	9.70	          0.11	29.89	11.20	0.31	0.31	4.13	3.67	0.67	2.52	--  	6.16	0.68	0.44	0.06	0.00	0.06	0.05	0.04	2.32	-0.89	-0.83	6396.00	          4309	8.93万	28.61	18.18	          2.20	-23.88	31.43	0.34	0.050㈠	          9.44	0.00	          5.99	          2.26	         -0.87	         69.32	   0.50㈠	         34.45	          8.30	          7.21	0.05	311	688466	--  	--  	--  	
688468	科美诊断	5.94	0.05	59.41	         85.77亿	21.39	    56.22	1.20	21.39	21.40	50396	580	         15.21	20.10	21.96	19.50	20.19	10522.43	  1.89	医疗保健	北京	12.18	20.88	22500	27896	  0.81	583	24	--  	2.61	          0.00	--  	--  	          0.33	          7.09亿	  6.36	   1849	     27	        0.0082	4	0.45	14.39	-4.51	-14.71	199.16	2	         15.21	          7.09亿	          8.26	73.30	1.23	-- -- 	9			-0.45	8.77	-3.42	3.42	6.42	-2.60	9.69	20210716	20210409	          4.01	--  	--  	10.80	9.25	--  	14.34	7.45	1.27	0.14	1.10	2.72	1.07	0.36	--  	3.40	1.20	0.29	0.44	0.01	0.44	0.38	0.37	2.08	0.40	-0.56	27879.00	          1189	2.54万	0.00	0.00	          7.31	214.31	71.35	0.00	0.110㈠	          2.93	2.93	          0.85	          0.52	          0.10	         85.66	   4.12㈠	         75.54	         36.99	         31.73	0.15	580	688468	--  	--  	--  	
688488	艾迪药业	-0.94	0.10	174.79	         84.17亿	20.04	   185.74	-0.19	20.02	20.04	8829	102	          0.41	20.35	20.38	19.43	20.23	1746.39	  0.68	生物制药	江苏	4.70	19.78	5161	3668	  1.41	34	69	--  	3.05	          0.00	--  	--  	          2.13	         42.66亿	 -0.52	    723	     12	        0.0006	-1	0.35	-1.72	-21.81	3.50	-19.04	0	          0.58	         30.42亿	         36.15	211.63	1.01	空头排列	10	5	11	0.59	0.74	-3.95	-2.22	-1.52	-1.67	3.14	20210719	20200720	          4.20	--  	--  	14.63	13.71	--  	6.27	9.47	2.36	0.55	0.75	2.46	0.91	1.07	--  	8.74	0.78	0.47	0.12	0.02	0.12	0.11	0.05	0.68	0.03	-0.06	10887.00	         13944	27.94万	284.28	74.52	          6.14	3262.96	107.99	0.24	0.030㈠	          3.26	0.00	          2.08	          0.16	          0.01	         93.73	   0.83㈠	         39.23	         15.27	         14.53	0.08	396	688488	--  	--  	--  	
688499	利元亨	0.17	1.25	157.50	        281.60亿	320.00	   156.64	0.55	320.00	320.04	23425	172	         13.03	326.00	359.88	312.28	319.45	77629.29	  1.28	专用机械	广东	14.90	331.40	10474	12951	  0.81	24	12	--  	443.46	          0.08	--  	--  	          0.18	         57.51亿	  0.59	   2828	      8	        0.0046	5	20.00	21.21	93.76	723.68	723.68	1	         13.03	         57.51亿	         20.42	200.49	0.00	-- -- 				2.05	12.66	-2.24	3.74	-1.84	-11.08	2.47	20210716	20210701	          0.88	--  	--  	37.82	10.94	--  	71.08	29.47	5.53	0.50	25.59	4.95	11.77	3.11	0.56	7.07	5.24	3.35	0.45	0.01	0.45	0.45	0.44	2.80	0.50	0.40	21959.00	           818	26.19万	0.00	0.00	         15.20	564.35	53.78	0.00	0.511㈠	         21.05	21.05	          8.03	          3.18	          0.57	         28.92	   4.11㈠	         36.02	          8.66	          8.58	0.55	4583	688499	--  	--  	--  	
688500	慧辰股份	0.90	0.25	32.34	         24.21亿	32.59	--  	0.29	32.59	32.60	2220	28	          0.53	32.11	32.67	32.00	32.30	720.26	  0.49	互联网	北京	2.07	32.45	1165	1055	  1.10	28	7	--  	0.00	          0.00	--  	--  	          0.42	         13.56亿	  1.32	    309	      7	        0.0017	2	0.72	-3.43	-7.18	-5.34	-16.69	1	          0.72	         10.12亿	         41.79	32.84	0.58	KDJ金叉	1	9	11	-0.59	1.15	-0.93	0.46	1.49	-0.24	1.84	20210716	20200716	          0.74	--  	--  	13.89	12.30	          0.33	9.05	11.98	0.02	0.07	1.25	4.25	0.27	2.68	--  	9.35	0.77	0.51	-0.03	0.03	-0.03	-0.01	-0.01	2.14	-0.62	-0.59	7067.00	          4392	14.31万	50.44	32.16	          1.97	-39.34	31.58	0.31	-0.010㈠	         16.56	0.00	         12.58	          2.88	         -0.83	         88.56	  -0.09㈠	         34.04	         -4.18	         -1.47	0.09	541	688500	--  	--  	--  	
688501	青达环保	-0.81	-0.22	35.47	         16.28亿	17.20	--  	-0.14	17.20	17.21	19196	518	          8.92	17.20	17.52	17.13	17.34	3320.57	  0.82	环境保护	山东	2.25	17.30	12952	6244	  2.07	139	3	--  	8.99	          0.02	--  	--  	          0.22	          3.70亿	 -0.39	    813	     24	        0.0110	-1	1.46	-3.43	62.72	62.72	62.72	0	          8.92	          3.70亿	         22.73	34.10	0.00	-- -- 				-0.81	1.04	-1.21	-0.24	0.00	-1.83	0.41	20210728	20210716	          0.95	--  	--  	10.22	4.96	          0.07	50.79	8.56	0.73	0.34	5.10	0.73	2.87	3.30	--  	1.64	0.20	0.11	-0.07	-0.00	-0.07	-0.05	-0.07	2.34	-0.73	-0.79	27316.00	           788	1.35万	0.00	0.00	          2.34	-22.20	79.70	0.00	-0.057㈠	          7.36	7.36	          1.73	          2.47	         -0.77	         48.55	  -1.09㈠	         48.29	        -34.98	        -26.52	0.06	680	688501	--  	--  	--  	
688505	复旦张江	-0.13	0.25	88.18	        111.78亿	15.90	   810.18	-0.02	15.89	15.90	24519	226	          0.93	15.78	16.04	15.51	15.92	3860.98	  1.05	化学制药	上海	3.33	15.75	13103	11416	  1.15	47	76	--  	7.45	          0.00	--  	--  	          2.64	         41.95亿	  0.30	   1182	     21	        0.0008	-1	0.76	3.10	-6.19	-9.61	-7.77	0	          0.93	         41.95亿	         37.53	100.71	1.17	-- -- 	1	10	11	-0.88	0.75	-2.58	-1.09	0.76	-0.87	2.51	20210716	20200619	         10.43	--  	          3.40	24.12	20.18	         -0.03	16.45	19.33	2.23	0.76	3.38	13.61	0.42	3.58	--  	12.00	1.26	0.08	0.03	0.06	0.02	0.05	-0.01	6.60	-0.24	-0.36	21263.00	         12409	19.73万	127.98	263.52	          8.22	-678.16	131.40	0.31	0.005㈠	          1.93	0.00	          1.15	          0.63	         -0.02	         83.66	   0.25㈠	         93.94	          2.46	          4.05	0.46	628	688505	--  	--  	--  	
688508	芯朋微	2.19	0.01	135.67	        157.92亿	140.00	   133.54	3.00	140.00	140.06	41253	688	          6.13	136.08	147.00	134.00	137.00	57602.92	  0.67	半导体	江苏	9.49	139.63	18509	22744	  0.81	229	5	--  	214.05	          0.02	--  	--  	          0.67	         94.27亿	  2.61	   3084	     13	        0.0020	2	5.28	3.72	39.03	91.07	48.62	4	          6.13	         94.27亿	         59.70	158.34	0.03	多头排列	8	6	2	-0.67	7.30	-2.19	1.92	2.88	-4.76	4.48	20210721	20200722	          1.13	--  	--  	14.13	13.30	--  	5.85	12.86	0.21	0.01	0.76	3.21	0.85	1.01	0.00	8.74	1.43	0.85	0.32	0.00	0.32	0.30	0.28	3.08	0.05	-6.67	11096.00	          6069	84.96万	129.25	125.99	         11.87	2952.05	110.69	0.21	0.260㈠	         11.79	0.00	          7.74	          2.73	          0.05	         94.15	   2.22㈠	         40.52	         22.16	         20.72	0.22	210	688508	--  	--  	--  	
688509	N正元	321.8	0.36	74.31	         63.99亿	8.31	--  	6.34	8.31	8.32	1074692	6609	         70.00	12.61	12.80	7.89	1.97	103476.29	0.00	建筑工程	北京	249.24	9.63	671750	402941	  1.67	214	75	--  	7845.44	          4.05	--  	--  	          1.54	         12.76亿	322.25	   4554	    236	        0.0154	1	0.00	321.83	321.83	321.83	321.83	0	         70.00	         12.76亿	         19.94	99.66	0.00	-- -- 				540.10	549.75	300.51	388.75	-34.10	-35.08	5.32	20210729	20210730	          7.70	--  	--  	33.60	11.62	          1.69	60.40	23.92	1.81	0.54	17.43	2.22	0.21	6.36	--  	2.33	2.87	1.94	-0.20	0.00	-0.21	-0.19	-0.18	3.09	-1.67	-2.06	105072.00	          1461	1.21万	0.00	0.00	          4.41	-38.28	22.31	0.00	-0.024㈠	          1.88	1.88	          0.30	          0.40	         -0.22	         34.57	  -1.60㈠	         32.52	         -6.82	         -6.49	0.20	3324	688509	--  	--  	--  	
688510	航亚科技	3.29	-0.21	138.58	         70.59亿	27.32	   663.64	0.87	27.31	27.32	39790	457	          7.58	26.90	27.50	26.06	26.45	10668.88	  0.60	航空	江苏	5.44	26.81	19037	20753	  0.92	12	44	--  	122.30	          0.09	--  	--  	          0.53	         14.34亿	  3.71	   2066	     19	        0.0037	2	4.59	-1.58	17.76	26.07	-22.89	1	          7.58	         14.34亿	         20.32	117.85	0.82	-- -- 	1	7		1.70	3.97	-1.47	1.37	1.56	-0.65	4.83	20210716	20201216	          2.58	--  	--  	12.46	9.42	          0.01	24.34	8.01	3.39	0.27	2.28	4.39	0.83	1.48	--  	5.92	0.59	0.38	0.03	0.00	0.03	0.03	0.02	0.82	-0.30	-0.28	11892.00	          4415	12.06万	0.00	0.00	          7.49	-237.23	120.64	0.00	0.010㈠	          3.65	0.00	          2.29	          0.32	         -0.12	         75.61	   0.28㈠	         35.78	          4.84	          4.54	0.09	400	688510	--  	--  	--  	
688511	N天微	268.5	2.27	63.39	         82.80亿	103.50	    55.53	75.41	103.50	103.52	134160	1117	         82.39	88.00	113.00	86.00	28.09	125951.07	0.00	元器件	四川	96.12	93.88	66076	68084	  0.97	154	5	--  	4819.57	          3.36	--  	--  	          0.16	         16.85亿	268.88	   3889	     34	        0.0212	1	0.00	268.46	268.46	268.46	268.46	0	         82.39	         16.85亿	         20.35	73.46	0.00	-- -- 				213.28	302.28	206.16	234.22	17.61	-8.41	20.35	20210729	20210730	          0.80	--  	--  	4.35	2.94	--  	32.33	3.53	0.68	0.07	1.12	0.32	0.61	1.62	--  	0.81	1.34	0.34	0.85	0.00	0.87	0.75	0.68	1.35	0.47	0.05	22444.00	           726	7.51万	0.00	0.00	         10.32	177.81	61.84	0.00	0.932㈡	         10.03	10.03	          1.01	          1.68	          0.58	         67.67	  25.35㈡	         74.76	         63.83	         55.68	0.06	197	688511	--  	--  	--  	
688513	苑东生物	6.12	0.13	27.46	         57.50亿	47.88	    24.50	2.76	47.88	47.89	15552	296	          5.76	45.79	48.85	45.45	45.12	7387.79	  2.70	化学制药	四川	7.54	47.50	7552	8000	  0.94	23	8	--  	63.91	          0.05	--  	--  	          0.27	         12.92亿	  6.54	   1368	     11	        0.0042	2	1.83	3.66	3.41	11.63	1.25	0	          5.76	         12.92亿	         22.47	32.27	0.19	MACD金叉	8	2		1.48	8.27	0.73	5.28	4.56	-1.99	5.35	20210730	20200902	          1.20	--  	--  	25.81	21.77	--  	15.62	18.11	2.09	0.34	3.52	2.92	0.90	1.22	--  	14.44	4.99	0.60	1.26	0.13	1.26	1.17	0.84	5.67	0.63	-7.96	8580.00	          3144	15.06万	36.32	14.65	          2.64	90.73	11.53	0.63	0.980㈡	         18.13	0.00	         12.02	          4.72	          0.53	         84.38	   5.39㈡	         88.02	         25.27	         23.53	0.94	1010	688513	--  	--  	--  	
688516	奥特维	8.63	0.02	82.20	        161.18亿	163.35	    79.14	12.98	163.35	164.00	21946	134	          4.31	153.27	168.00	153.27	150.37	35406.82	  1.43	专用机械	江苏	9.80	161.34	9881	12065	  0.82	0	7	--  	126.37	          0.02	--  	--  	          0.51	         83.19亿	  9.05	   2323	      9	        0.0019	2	4.42	9.20	21.63	95.18	107.03	0	          5.38	         66.58亿	         41.31	103.75	2.29	KDJ金叉	12	8	12	1.93	11.72	1.93	7.29	6.58	-2.77	6.58	20210716	20200521	          0.99	--  	--  	31.63	11.41	--  	63.94	29.05	0.21	0.37	20.11	1.75	13.97	3.08	--  	8.59	3.67	2.29	0.63	0.01	0.63	0.51	0.46	1.53	0.15	-0.83	3823.00	         10662	174.17万	399.39	177.66	         14.13	1051.63	43.91	0.61	0.520㈠	         11.56	0.00	          8.70	          1.55	          0.16	         36.06	   4.46㈠	         37.55	         17.07	         13.87	0.31	1417	688516	--  	--  	--  	
688517	金冠电气	2.84	0.08	21.26	         17.76亿	13.05	   250.02	0.36	13.05	13.06	21058	349	          6.80	12.65	13.30	12.55	12.69	2742.06	  1.11	电气设备	河南	5.91	13.02	9689	11369	  0.85	9	159	--  	0.51	          0.00	--  	--  	          0.31	          4.04亿	  3.26	   1046	     20	        0.0065	2	2.42	-1.51	-2.03	69.26	69.26	0	          6.80	          4.04亿	         22.75	23.99	0.00	KDJ金叉				-0.32	4.81	-1.10	2.61	3.16	-1.88	3.98	20210716	20210618	          1.36	--  	--  	7.60	4.49	--  	40.91	6.20	0.76	0.56	2.78	1.19	0.93	3.41	--  	1.73	0.58	0.41	0.02	0.00	0.02	0.02	0.01	1.57	-0.39	-0.38	33644.00	           920	1.20万	0.00	0.00	          2.75	-46.06	30.87	0.00	0.013㈠	          4.74	4.74	          1.27	          1.15	         -0.28	         59.09	   0.40㈠	         29.20	          3.49	          3.09	0.05	470	688517	--  	--  	--  	
688518	联赢激光	8.31	0.61	151.74	        102.95亿	34.41	   201.58	2.64	34.41	34.45	138928	956	          5.65	31.10	36.18	31.10	31.77	47798.99	  1.07	专用机械	深圳	15.99	34.41	53406	85522	  0.62	210	15	--  	51.50	          0.01	--  	--  	          2.46	         84.66亿	  8.73	   3741	     37	        0.0015	3	11.75	21.46	87.11	149.71	127.43	0	          5.65	         84.66亿	         82.23	153.73	1.35	上穿BOLL上轨	8	8	2	-2.11	13.88	-2.11	8.30	10.64	-4.89	10.64	20210716	20200622	          2.99	--  	--  	29.31	14.53	          0.00	50.41	26.40	0.28	0.67	14.37	4.12	10.20	3.85	0.04	7.72	2.28	1.42	0.13	0.04	0.13	0.13	0.06	3.42	0.33	0.86	15481.00	         15893	54.69万	7.41	40.71	          7.08	307.34	45.12	0.35	0.040㈠	          4.86	0.00	          2.58	          1.14	          0.11	         49.58	   0.88㈠	         37.87	          5.81	          5.60	0.20	1902	688518	--  	--  	--  	
688519	南亚新材	5.25	-0.15	49.17	         88.88亿	37.92	    28.80	1.89	37.91	37.92	32030	214	          6.29	36.05	38.00	35.90	36.03	11894.80	  1.24	元器件	上海	5.83	37.14	17427	14603	  1.19	8	214	--  	59.96	          0.03	--  	--  	          0.51	         19.30亿	  5.67	   2006	     16	        0.0031	2	1.49	2.77	6.55	27.81	21.23	0	          6.29	         19.30亿	         21.71	65.47	0.82	KDJ金叉	10	8		0.06	5.47	-0.36	3.07	5.19	-0.21	5.63	20210728	20200818	          2.34	--  	--  	40.31	26.70	--  	33.76	32.31	6.53	0.51	12.59	6.08	3.44	11.51	--  	19.27	8.32	6.75	0.92	0.08	0.92	0.77	0.71	4.68	-0.90	-1.58	14296.00	          3560	13.50万	140.10	88.53	          3.33	-98.22	10.68	0.53	0.330㈠	         11.39	0.00	          8.22	          1.99	         -0.39	         66.24	   2.89㈠	         18.90	         11.01	          9.27	0.41	1160	688519	--  	--  	--  	
688520	神州细胞-U	6.14	0.00	--  	        271.87亿	62.45	--  	3.61	62.41	62.45	26756	146	          3.77	58.92	63.97	57.60	58.84	16335.75	  1.00	生物制药	北京	10.83	61.05	12495	14261	  0.88	6	4	--  	4.71	          0.00	--  	--  	          0.71	         44.38亿	  6.56	   1948	     14	        0.0019	2	5.47	7.57	33.01	46.60	37.10	1	          3.77	         44.38亿	         16.32	--  	2.07	-- -- 	8	8	11	0.14	8.72	-2.11	3.76	5.99	-2.38	8.42	20210716	20200622	          4.35	--  	--  	15.43	4.11	         -0.03	73.54	8.55	5.09	0.31	4.51	1.32	0.46	0.00	--  	23.13	0.00	0.00	-1.92	0.02	-1.93	-1.92	-1.99	-23.37	-1.61	-8.18	13132.00	          5411	33.79万	-28.07	0.00	         66.12	-168.45	0.00	0.00	-0.440㈠	          0.94	0.00	          5.31	         -5.37	         -0.37	         26.65	 -46.82㈠	--  	--  	--  	1.55	992	688520	--  	--  	--  	
688521	芯原股份-U	-6.35	0.03	--  	        374.51亿	76.40	--  	-5.18	76.40	76.42	37440	379	          8.28	80.37	84.36	76.21	81.58	29814.64	  0.91	半导体	上海	9.99	79.63	18524	18916	  0.98	6	33	--  	82.57	          0.02	--  	--  	          0.45	         34.54亿	 -5.93	   2622	     14	        0.0032	-1	6.81	-4.35	3.47	41.48	-5.19	1	          8.28	         34.54亿	          9.22	--  	0.84	-- -- 	8	3		-1.48	3.41	-6.58	-2.39	-4.94	-9.44	0.25	20210716	20200818	          4.90	--  	--  	32.54	25.78	--  	20.77	25.57	0.48	2.20	6.21	4.10	0.88	4.64	--  	38.24	3.32	2.18	-0.68	0.06	-0.68	-0.68	-0.82	-16.74	-0.33	1.99	11561.00	          3911	29.88万	-7.46	9.22	         14.48	-1140.32	112.73	0.00	-0.140㈠	          5.28	5.28	          7.80	         -3.42	         -0.07	         79.23	  -2.65㈠	         34.33	        -20.55	        -20.54	1.37	1113	688521	--  	--  	--  	
688526	科前生物	-1.18	-0.55	25.21	        132.15亿	28.42	    19.55	-0.34	28.41	28.42	18292	50	          2.18	28.96	28.99	27.82	28.76	5167.78	  0.78	农业综合	湖北	4.07	28.25	11773	6519	  1.81	12	58	--  	11.52	          0.00	--  	--  	          0.84	         23.87亿	 -0.76	   1558	     12	        0.0014	-1	2.68	-2.03	-19.81	-30.02	-31.20	0	          2.18	         23.87亿	         18.06	29.51	1.05	空头排列	1	4		0.70	0.80	-3.27	-1.77	-1.86	-1.97	2.16	20210730	20200922	          4.65	--  	--  	33.60	28.77	--  	14.36	26.35	5.29	0.53	4.33	21.28	0.93	2.11	--  	11.04	3.19	0.52	1.94	0.01	1.94	1.69	1.67	11.37	2.49	2.13	9008.00	          9325	26.50万	0.00	0.00	          4.59	53.06	41.44	1.02	0.360㈠	          6.19	0.00	          2.37	          2.44	          0.54	         85.64	   5.87㈠	         83.72	         60.97	         52.97	0.21	647	688526	--  	--  	--  	
688528	秦川物联	1.69	0.23	53.78	         22.21亿	13.22	   645.10	0.22	13.22	13.23	3592	49	          0.72	13.07	13.24	12.92	13.00	470.36	  0.88	电器仪表	四川	2.46	13.10	2063	1529	  1.35	44	25	--  	0.56	          0.00	--  	--  	          0.50	          6.59亿	  2.11	    240	     15	        0.0030	2	1.88	-0.30	-2.07	-0.08	-18.34	0	          0.72	          6.59亿	         29.66	48.12	0.40	KDJ金叉	1	14	11	0.54	1.85	-0.62	0.74	1.15	-0.15	2.32	20210716	20200701	          1.68	--  	--  	9.55	7.56	--  	20.92	6.45	2.30	0.16	1.95	2.25	0.36	2.35	0.00	4.53	0.53	0.35	0.01	0.01	0.01	0.01	-0.00	1.21	-0.48	-0.42	8947.00	          5569	7.36万	-84.95	25.11	          2.94	-46.15	42.13	1.13	0.005㈠	          4.50	0.00	          2.70	          0.72	         -0.29	         79.08	   0.11㈠	         34.38	          1.60	          1.63	0.08	633	688528	--  	--  	--  	
